Lake,Rainfall_avg,MeanT_avg,AirPressure_avg,AverageWind_W,AverageWind_A,compound_W,WindSpeed_Avg,Lat,Lon,PW,SDD_Mean,SDD_SD,Chlorophyll,NDVI,Depth,PD,PWLG,DepthLG,PDLG,DepthLG10,Count_W,Dur_W,Mean_W,Return_W,LHW_W,RLHW_W,Count_A,Dur_A,Mean_A,Return_A,LHW_A,RLHW_A,Count_D,Dur_D,Mean_D,Return_D,LHW_D,RLHW_D
NA_947,2.721786525,6.572630099,1015.817177,-0.29844933,0.049344181,-0.223370323,2.8398059,43.20313872,-75.90953563,199.9259271,0.454615,0.903554,29.10189932,0.294804795,10.814453,18.48691997,2.303035981,1.072413619,2.147525862,1.034004558,5.782608696,31.47826087,2.955335717,84.1956488,15.77195516,6.549157908,3.130434783,11.52173913,7.935766238,148.8296537,10.46776389,3.37454169,2.652173913,19.95652174,-4.980430521,-64.6340049,5.30419127,3.174616218
NA_817,3.710250696,12.1017654,1017.972747,-0.166080903,0.29565874,0.072633992,2.107471935,35.324863,-84.8456225,206.1281369,0.869412,0.896683,24.50066714,0.650201901,16.250977,12.68404582,2.316239099,1.236813696,1.872746967,1.210879476,5.608695652,31.43478261,3.7394603,89.36685199,16.49586647,5.10203475,4.391304348,18.17391304,6.839516669,106.6518398,13.94544326,3.994446722,1.217391304,13.26086957,-3.100056369,-17.28498781,2.55042321,1.107588028
EU_846,2.200310392,2.274538016,1009.791174,0.136247972,0.15096922,-0.048627397,3.141396264,67.5719945,32.0457355,206.9118674,0.157428,1.3824,3.853259353,0.240795975,11.897461,17.39126251,2.317879279,1.110504223,2.087231395,1.07545429,6.086956522,30.30434783,3.066254003,66.54603175,16.47170473,9.166990796,3.956521739,19.04347826,6.5319364,107.1613095,13.88327955,8.456745611,2.130434783,11.26086957,-3.465682397,-40.61527775,2.58842518,0.710245185
AS_809,0.547423402,6.133300426,1019.152184,-0.443163096,-0.592119082,-0.287842786,4.252165902,53.8316797,72.95317522,206.9703503,0.291411,0.0655511,9.950248243,0.103510726,0.99999994,206.9703627,2.318001423,0.301029983,7.700234385,-2.61E-08,5.652173913,30.43478261,4.403414809,73.20876467,17.01091635,6.560421638,4.304347826,19.69565217,9.956567894,92.93115942,16.16967231,7.696538789,1.347826087,10.73913044,-5.553153085,-19.72239475,0.84124404,-1.136117151
EU_911,8.441260802,13.89867388,1016.463397,-0.046736956,-0.058849641,-0.031876604,1.221294143,45.96552486,8.653270128,207.3418175,6.0837402,2.1479001,5.879250566,0.656786264,153.02344,1.354967693,2.318776448,2.187586819,1.059970022,2.184757961,5.434782609,30.47826087,2.40712176,87.40079365,14.27787438,3.722160601,5.043478261,25.30434783,5.527580096,89.79875705,16.62319286,4.799321781,0.391304348,5.17391304,-3.120458336,-2.3979634,-2.34531848,-1.07716118
AS_916,2.300750803,17.35598314,843.2787891,0.059172103,0.659373051,0.352659992,2.054857523,24.51956821,102.8863469,207.8793832,0.800313,0.301474,24.22711207,0.311283009,75,2.771725109,2.319895576,1.880813592,1.233453217,1.875061263,5.782608696,28.39130435,2.404849692,68.35398551,14.18971841,3.129387932,4.217391304,19.60869565,3.552627489,141.3448829,11.92722714,2.86211721,1.565217392,8.7826087,-1.147777797,-72.99089739,2.26249127,0.267270722
AF_865,5.991383645,28.45284735,1011.299256,-0.139764641,-0.123673957,-0.094560311,1.193160461,-0.990063652,10.09392714,213.3714964,2.2614601,1.0132999,2.092403309,0.458639544,6.614258,32.25932469,2.33116704,0.881627588,2.64416299,0.820481131,5.47826087,21.7826087,1.074865365,73.50560732,8.799907645,1.253916386,1.47826087,5.304347826,1.188898392,344.7422222,2.969967408,0.369585664,4,16.47826087,-0.114033027,-271.2366149,5.829940237,0.884330722
NA_883,3.130528747,15.50823324,1017.738722,-0.458066044,-0.076839791,-0.4648886,2.860577863,33.30881167,-80.05410965,214.5118219,0.4325,1.24358,24.78671584,0.6626298,2.3242188,92.29416004,2.333471098,0.521689601,4.472910889,0.36627701,5.260869565,29.56521739,2.402160158,78.01822417,13.33531807,3.253869163,3.52173913,14.60869565,5.774947497,172.3167423,10.79100764,2.759627415,1.739130435,14.95652174,-3.372787339,-94.29851813,2.54431043,0.494241748
NA_890,3.764118891,3.791287106,1015.450607,0.16872649,-0.024889416,0.095739407,1.318304677,49.51624241,-121.8667126,215.1375555,4.6304598,2.59041,3.473752423,0.512371356,32,6.723048609,2.334730235,1.51851394,1.537509913,1.505149978,5.47826087,32.43478261,3.443593701,83.09323671,15.79449758,9.468455128,2.739130435,13,4.978616663,168.1733766,8.750135637,4.048967503,2.739130435,19.43478261,-1.535022962,-85.08013989,7.044361943,5.419487625
NA_887,3.597287216,17.91348075,1017.551119,-0.61506658,0.598602098,-0.330360594,3.045512866,29.91053857,-92.75142203,215.8464254,2.5854399,3.8275001,13.0577044,0.334029084,2.0830078,103.6224758,2.336152267,0.488974623,4.777655435,0.318690896,4.956521739,25.52173913,2.526623517,93.62163091,12.59377767,2.910086716,3.956521739,17.69565217,5.670407548,129.7084416,12.11725311,2.921273019,1,7.82608696,-3.143784031,-36.08681069,0.47652456,-0.011186303
AS_565,2.115098262,31.29927467,1008.354684,-0.061611769,-0.326204309,0.060099399,2.631983226,19.52951869,75.24266202,216.5661453,0.586882,0.283838,1.839610074,0.336265122,40,5.414153633,2.337591317,1.612783857,1.449413886,1.602059991,4.826086957,31.43478261,2.641616309,197.6816537,14.01638592,3.013169073,4.304347826,28.65217391,3.115431089,104.6928571,12.57831549,2.355272654,0.521739131,2.7826087,-0.47381478,92.9887966,1.43807043,0.657896419
AS_827,1.22526848,-7.586434219,1016.288983,-0.089823865,0.106056361,-0.070794582,2.105231876,66.67025,93.982,220.3454654,0.0075,0.0326917,13.47654823,0.239474712,210,1.049264121,2.345070629,2.324282455,1.00894391,2.322219295,4.782608696,31.52173913,2.838416962,85.17092823,12.94624389,5.501321127,4.52173913,25.82608696,11.05199967,99.35784361,17.86940156,8.803387216,0.260869566,5.69565217,-8.213582708,-14.18691538,-4.92315767,-3.302066089
EU_832,2.202524414,6.828513182,1012.02761,-0.054726557,0.122742798,-0.158233277,3.38564452,61.87430351,29.98341047,220.5794312,7.4456701,2.61413,16.02462694,0.249567675,12.795898,17.2382924,2.345529443,1.139749975,2.057933314,1.10707077,5.130434783,31.30434783,3.419038552,88.69179293,15.28469225,8.010514816,4.739130435,22.82608696,6.893753317,95.875,16.53984679,7.213894117,0.391304348,8.47826087,-3.474714765,-7.18320707,-1.25515454,0.796620699
AS_798,0.954617641,17.94064665,850.8570408,-0.289176778,-0.164264442,-0.233322468,3.209382985,39.14278815,33.66388299,223.084521,0.0157851,0.143971,14.36085789,0.23594462,22,10.1402055,2.350411858,1.361727836,1.726051121,1.342422681,5.565217391,29.56521739,3.063902576,83.10286305,15.27783926,3.665272785,5.304347826,25.26086957,6.963150546,68.33336784,18.25449652,4.949529899,0.260869565,4.30434782,-3.89924797,14.76949521,-2.97665726,-1.284257114
AS_864,1.059106642,4.424468314,1019.116135,0.016899924,-0.208427505,0.300163947,3.941489886,54.9799011,78.58181191,224.1051484,0.442435,0.148253,17.49652595,0.107766771,2.7626953,81.11830081,2.352385428,0.575499051,4.087557441,0.441332989,5.652173913,32.26086957,3.21422729,64.99516281,15.71137002,6.357349423,4.391304348,20.04347826,9.276671893,89.78057281,16.04655228,8.151779998,1.260869565,12.21739131,-6.062444603,-24.78541,-0.33518226,-1.794430575
AS_611,3.266561064,28.27665204,1009.709993,-0.076609735,-0.140232416,-0.096068389,1.600939027,16.74034619,102.5346005,225.9652633,0.287762,0.3363,33.91508374,0.515588498,17,13.29207431,2.355959394,1.255272505,1.87685095,1.230448921,5.304347826,31.69565217,2.018980919,126.1650125,13.47091002,2.656082655,4.304347826,20.60869565,3.240974412,127.6194805,11.83281499,2.111635762,1,11.08695652,-1.221993493,-1.454468,1.63809503,0.544446893
NA_764,2.527943959,1.93644818,1015.28721,-0.264220624,-0.094144797,-0.217382213,2.857036351,46.687242,-75.76341675,226.4009754,3.1380799,2.9519601,4.348447401,0.392284678,48,4.716686988,2.356792323,1.69019608,1.394389888,1.681241237,6.043478261,30.56521739,3.455826764,77.55663057,16.9407838,8.273695337,3.47826087,14.08695652,7.90413187,130.8357143,12.06421371,6.363886993,2.565217391,16.47826087,-4.448305106,-53.27908373,4.87657009,1.909808344
AS_849,8.4830389,26.64127753,1010.326949,-0.295386715,-0.54571971,-0.10973485,2.674024993,13.94475,121.01575,228.2917545,1.71206,1.74308,2.316953183,0.629627778,97.28711,2.346577614,2.360388437,1.992496565,1.184638648,1.988055302,5.739130435,26.73913043,1.394511708,86.41243961,11.13023531,1.763758743,3.739130435,15.82608696,1.446551305,136.0797619,7.363843987,1.100301359,2,10.91304347,-0.052039597,-49.66732229,3.766391323,0.663457384
AS_597,2.054861195,5.321510667,1017.344102,-0.088343706,0.005835871,-0.374975019,2.125455251,43.248491,127.1247058,229.5012797,0.709677,0.709904,1.44333762,0.322380583,31,7.403267087,2.362673341,1.505149978,1.56972619,1.491361694,5.043478261,26.91304348,2.897837503,85.31464646,13.61363478,5.218290487,3.391304348,13.13043478,6.757076838,135.7221532,10.85496818,4.39961889,1.652173913,13.7826087,-3.859239335,-50.40750674,2.7586666,0.818671597
AS_812,2.718094155,15.60056085,801.2004724,0.013729198,0.830776456,0.104959638,2.218138069,25.78870093,100.1952173,230.2550225,1.6696399,0.519404,48.96331978,0.455727634,11,20.93227477,2.364091174,1.079181246,2.190634041,1.041392685,5.956521739,30.60869565,1.630895962,67.90864489,12.47684129,2.869033786,4.52173913,21.17391304,3.0412991,93.58065004,12.16147838,2.940494413,1.434782609,9.43478261,-1.410403138,-25.67200515,0.31536291,-0.071460627
NA_824,3.568054696,18.04019047,1017.501786,-0.627198616,0.148137682,-0.536095853,3.219093616,30.25199575,-90.50146635,233.3470582,2.99,4.3590899,14.69491505,0.631197671,3.428711,68.05678816,2.369859506,0.646277341,3.666938876,0.535130881,5.52173913,30.65217391,2.258662517,79.79244306,13.73455472,3.078127909,4.130434783,19.13043478,4.965273244,112.8383117,12.12641173,2.942833004,1.391304347,11.52173913,-2.706610727,-33.04586864,1.60814299,0.135294905
AS_746,4.629711106,25.79507851,1009.988983,0.040575342,0.138755329,-0.05597682,1.504114557,14.92020842,98.5288297,235.7747495,3.54948,1.28339,1.388036555,0.529645853,19.992188,11.79334396,2.374335386,1.322057707,1.795939294,1.300860327,4.782608696,26,1.475635294,98.5770202,10.13860175,1.681078856,3.695652174,15.95652174,2.352514186,139.2886364,8.970681147,1.457608952,1.086956522,10.04347826,-0.876878892,-40.7116162,1.167920603,0.223469904
AF_644,2.440366861,23.30424013,850.9373884,0.004836541,0.260701316,0.061773464,3.653064608,-27.0241085,28.1910875,236.5097191,0.190177,0.127166,0.803828816,0.201113242,47,5.032121683,2.375681386,1.681241237,1.413052055,1.672097858,5.043478261,27.34782609,3.026526281,109.8241893,14.83405269,3.273237168,4.739130435,24,5.001952266,97.6764241,15.4459245,3.504839041,0.304347826,3.34782609,-1.975425985,12.1477652,-0.61187181,-0.231601873
SA_607,6.742292584,26.38964431,1004.761765,-0.196299575,0.146781717,0.090126041,1.588934981,-3.330221459,-58.42274634,239.8210421,0.454703,0.272969,13.44867047,0.416080091,3,79.94034737,2.381694431,0.602059991,3.955908823,0.477121255,5.739130435,24.08695652,1.31485475,83.80932618,10.32393775,1.58177381,3.391304348,15.26086957,1.277988712,179.0032298,7.109723272,1.145783807,2.347826087,8.82608695,0.036866038,-95.19390362,3.214214478,0.435990003
AS_502,2.30932977,14.57578505,1002.473135,0.08697632,-0.224188384,0.01553495,1.722518953,34.61356422,117.2130518,240.7722805,0.728779,0.592014,24.30838579,0.219429045,0.99999994,240.7722949,2.383406507,0.301029983,7.91750538,-2.61E-08,6.173913043,29.86956522,3.287761915,82.35521363,16.72333656,5.029853914,5.086956522,21.26086957,5.010834356,89.80701738,15.48581134,4.314842028,1.086956521,8.60869565,-1.723072441,-7.45180375,1.23752522,0.715011886
NA_508,2.193409118,20.77300896,1015.048601,0.005298525,0.548434104,0.175401021,2.415279589,23.94075636,-98.76237169,244.2690115,0.0442857,0.0457812,0.427225351,0.392275272,11.924805,20.48410951,2.389642681,1.111423999,2.150072953,1.076451286,4.434782609,33.60869565,2.595334605,214.7563025,13.84900397,3.990977137,4.086956522,16.69565217,3.544798208,97.87258297,10.79255187,2.213130763,0.347826087,16.91304348,-0.949463603,116.8837195,3.0564521,1.777846374
AS_672,0.397490096,23.30474928,1016.367224,0.083764379,0.107736587,0.177022459,4.416252513,39.11085315,64.17198355,245.5792795,0.0155556,0.0294811,13.66159934,0.103813783,18,13.64329331,2.391956579,1.278753601,1.870537512,1.255272505,5.173913043,28.26086957,3.430779459,81.84497459,14.61635894,3.145479178,4.956521739,23,8.185013146,90.09901656,17.5599588,4.28987089,0.217391304,5.26086957,-4.754233687,-8.25404197,-2.94359986,-1.144391712
AS_692,2.305367219,14.91398014,1013.983341,-0.096305441,-0.191283229,-0.138353996,1.893656946,34.10375991,118.1815698,247.1836658,0.833146,0.309651,18.87529712,0.351424898,0.99999994,247.1836806,2.394773195,0.301029983,7.955264702,-2.61E-08,6,29.34782609,3.099196591,75.51913883,16.23272584,4.627341014,4.739130435,21.17391304,5.11036568,97.80899837,14.58513917,4.049202576,1.260869565,8.17391305,-2.011169089,-22.28985954,1.64758667,0.578138438
NA_585,1.022009285,0.230681148,1016.085228,-0.223751014,0.45075548,0.081022703,3.974691413,50.0983127,-105.9776303,249.3382262,0.224302,0.137144,17.15085542,0.097379102,3,83.11274207,2.398527171,0.602059991,3.983867397,0.477121255,5.913043478,31.47826087,3.848041485,75.56312974,17.46262371,10.92762235,2.652173913,9.782608696,7.406304456,155.5055556,8.975445394,5.871286198,3.260869565,21.69565217,-3.558262971,-79.94242586,8.487178316,5.056336152
NA_720,1.169758207,-1.750492739,1014.475317,-0.402824227,-0.330963417,-0.347646644,3.200222863,50.12814721,-71.2567975,250.8258179,0.198261,1.32997,7.307318723,0.269319135,18.36914,13.6547393,2.401100253,1.287110338,1.865496828,1.264088824,6,30.73913043,3.017492535,73.89213251,16.04248442,8.082038692,3.217391304,13.73913043,8.797515989,146.3736961,11.53265386,7.092580857,2.782608696,17,-5.780023454,-72.48156359,4.50983056,0.989457835
EU_744,2.645575753,8.609087347,1012.929907,-0.299483115,-0.015010425,-0.455435775,4.379082831,58.29204819,26.04646318,251.364474,0.121579,0.551446,37.59386808,0.076241585,1.9296875,130.2617517,2.402028218,0.466821298,5.145498348,0.285486984,4.652173913,34.52173913,3.744091091,95.968008,14.94574361,6.266468595,4.130434783,23.08695652,6.226131386,103.1568027,14.58181339,5.55290497,0.52173913,11.43478261,-2.482040295,-7.1887947,0.36393022,0.713563625
NA_749,3.889774027,18.48639548,1016.550464,-0.567207757,0.559125093,-0.275308915,3.308237303,29.87555256,-93.85509884,252.3762035,2.7322199,0.0697261,11.2026153,0.416665252,1.3857422,182.1234884,2.403765825,0.377623513,6.365508885,0.141682443,5.347826087,26.13043478,3.340743388,94.5244479,14.62737428,3.492097208,4.217391304,18.52173913,5.002058336,123.2692641,12.36341974,2.937156792,1.130434783,7.60869565,-1.661314948,-28.7448162,2.26395454,0.554940416
AS_661,4.733463135,22.31387789,1013.997715,-0.201799253,-0.5180965,-0.253373053,1.88113332,23.82941947,114.5348746,260.7506132,1.79141,0.674892,0.879519912,0.402493081,2.7070312,96.32346062,2.417887708,0.569026241,4.249167319,0.432493261,5.391304348,28.91304348,2.340547584,91.86442374,13.17054707,2.571832423,4.217391304,17.95652174,4.708478089,100.6221532,12.37430064,2.635684045,1.173913044,10.95652174,-2.367930505,-8.75772946,0.79624643,-0.063851622
NA_702,0.903835877,0.078266709,1015.71148,-0.09166744,0.214480633,-0.090968643,3.205319973,49.70198664,-93.22113728,266.7872798,2.5571201,1.8629,6.675247519,0.346952299,5,53.35745596,2.427789944,0.77815125,3.119946081,0.698970004,5.739130435,32.2173913,3.384537287,71.263754,16.43060473,8.125544123,4.130434783,17.30434783,9.29700573,109.3789855,14.61078381,8.261515379,1.608695652,14.91304347,-5.912468443,-38.1152315,1.81982092,-0.135971256
AF_599,2.197524104,23.47772208,1017.118551,-0.110705254,-0.239022575,-0.00991516,6.575046076,-28.02783471,32.46141472,267.5451931,0.802263,0.275754,0.265610834,0.536890184,72.671875,3.681550711,2.429017383,1.867301723,1.300816763,1.861366366,4.304347826,29.34782609,2.02499449,113.0643424,12.87780428,3.449605644,1.304347826,4.347826087,1.861280757,228.8555556,3.020604931,0.439252739,3,25,0.163713733,-115.7912132,9.857199349,3.010352905
EU_715,1.251384716,14.94617241,1016.291935,-0.712373395,-0.172938773,-0.624136825,4.931727717,46.12873587,38.416357,267.5565479,0.505971,0.2637,12.90886179,0.307942001,3.399414,78.70666765,2.429035746,0.643394833,3.775342329,0.531404059,5.565217391,30.7826087,5.743947216,85.89736025,18.71722514,5.926771311,4.347826087,21.60869565,6.682675694,95.12950938,15.10338283,4.460257827,1.217391304,9.17391305,-0.938728478,-9.23214913,3.61384231,1.466513484
SA_614,3.672422474,16.45220057,1014.331312,-0.004934767,-0.112567483,0.13356836,3.231173001,-32.00536448,-60.84066603,270.0354832,0.39769,0.218294,11.45104374,0.326353941,41,6.586231298,2.433026151,1.62324929,1.498861676,1.612783857,5.782608696,29.95652174,2.811279876,93.04891618,15.38173405,3.776146809,3.869565217,18.08695652,6.035471939,117.690368,12.78154049,3.38068612,1.913043479,11.86956522,-3.224192063,-24.64145182,2.60019356,0.395460689
AS_465,3.414697104,17.71973018,1011.349115,-0.111183607,-0.204858822,-0.073988553,1.955397647,28.82467122,112.7011353,270.3444008,0.66,0.310325,28.05587504,0.177021332,6,45.05740013,2.433520864,0.84509804,2.87957225,0.77815125,5.869565217,30.39130435,3.464471935,65.32619048,16.86223382,4.274942937,5.391304348,25.08695652,5.492467305,83.34009662,17.15674339,4.397597384,0.478260869,5.30434783,-2.02799537,-18.01390614,-0.29450957,-0.122654447
AS_501,1.115296393,1.052467637,1012.295542,-0.368695735,0.412848402,-0.218220413,2.853119676,49.83402094,136.3565099,275.8145011,4.9751801,2.26455,33.79354041,0.24627901,3,91.93816703,2.442188837,0.602059991,4.056387856,0.477121255,5.130434783,30.7826087,2.906034343,92.54945574,13.91857413,5.222641416,3.434782609,17.2173913,7.255962153,115.3915114,11.79608727,5.096068926,1.695652174,13.5652174,-4.34992781,-22.84205566,2.12248686,0.12657249
AS_554,0.514048292,24.91249292,1015.241001,0.10096379,0.311080284,0.099111475,4.529769816,37.43643642,65.20955766,276.9604038,1.08464,1.33426,13.66212971,0.099173996,19,14.57686336,2.443982934,1.301029996,1.87849853,1.278753601,5.086956522,31.13043478,3.57505162,97.37197754,15.05901759,3.301200386,4.956521739,23.91304348,7.217878274,75.51975108,17.31031119,4.081823263,0.130434783,7.2173913,-3.642826654,21.85222646,-2.2512936,-0.780622877
NA_651,2.62666892,-3.767844236,1013.107392,-0.819184678,0.163095713,-0.483535883,4.591606831,53.11,-66.616,278.4520144,4.1493702,2.6727099,7.056721343,0.271243346,11,25.31381949,2.446307245,1.079181246,2.266817788,1.041392685,5.782608696,32.34782609,3.142250994,78.8870569,15.64680714,7.353595703,3.826086957,15.2173913,9.32143426,119.8669913,13.65321056,7.535559334,1.956521739,17.13043479,-6.179183266,-40.9799344,1.99359658,-0.181963631
NA_687,1.228481812,-1.853271363,1015.353904,-0.189464876,-0.007800913,0.023485487,3.262942448,54.05786443,-101.0540582,278.5310778,4.4418602,1.66868,4.674300818,0.284735545,12,23.21092315,2.446430099,1.113943352,2.196188966,1.079181246,5.869565217,30.47826087,3.030978546,73.88419913,15.61631416,7.943068486,3.217391304,14.65217391,8.92220982,115.8811594,11.44179615,6.960095516,2.652173913,15.82608696,-5.891231274,-41.99696027,4.17451801,0.98297297
NA_663,2.979424128,-1.799982741,1015.804107,-0.027192464,0.198682045,-0.074961204,3.087711024,53.53468314,-103.6775848,278.6977234,0.964737,1.42409,29.56398806,0.253854886,66.67578,4.179894459,2.446688931,1.83043327,1.336672017,1.823968105,5.869565217,31.08695652,3.755898811,68.64761905,16.98212288,8.818574323,3.304347826,12.7826087,8.689575905,131.744697,11.49539476,7.357195901,2.565217391,18.30434782,-4.933677094,-63.09707795,5.48672812,1.461378422
NA_652,0.232722295,-9.123190408,1015.188752,-0.414943061,0.160152256,-0.213707876,3.464533701,66.89303144,-126.291993,280.8281654,6.88239,2.0969999,25.46482436,0.056578012,3,93.60938847,2.449984394,0.602059991,4.069335994,0.477121255,5.565217391,32.13043478,2.829155947,100.2711651,14.62950545,5.90123355,4.304347826,21.30434783,9.115131379,100.0641304,15.84771753,8.293672047,1.260869565,10.82608695,-6.285975432,0.2070347,-1.21821208,-2.392438497
AS_666,2.627172781,16.13972097,810.5272674,0.015206169,0.324197344,0.099938107,2.283833234,24.82305103,102.6867759,282.7583731,0.367193,0.174227,38.02429954,0.357515655,34.635742,8.163774089,2.452948685,1.551885806,1.580624474,1.539524496,5.304347826,28.2173913,2.662288417,88.44860647,13.68242015,3.29293587,4.565217391,21.91304348,3.183458406,96.63470418,12.51987672,3.021664101,0.739130435,6.30434782,-0.521169989,-8.18609771,1.16254343,0.271271769
NA_660,0.901702178,4.959637135,1016.579645,-0.078679065,-0.032216521,-0.070075115,0.910075288,50.766125,-119.2255,286.046359,2.5646901,2.4351499,11.01753398,0.351045372,89.65137,3.190652402,2.457952042,1.957374372,1.255739361,1.952556931,5.434782609,29.60869565,3.406506487,85.90114306,15.39982501,7.038317532,3.695652174,16,5.211317606,94.20151515,11.6186156,5.089721654,1.739130435,13.60869565,-1.804811119,-8.30037209,3.78120941,1.948595878
AS_330,0.893421497,-0.498696545,1014.590251,-0.057458045,0.177832047,0.123453831,2.505892626,50.2813565,130.7870693,288.8221583,2.0568299,2.96644,47.31174139,0.418737975,3,96.27405277,2.462131586,0.602059991,4.089512045,0.477121255,4.913043478,28.30434783,4.090123508,87.83631815,14.76588191,6.100586419,3.652173913,15.04347826,7.411021479,126.5529503,12.32850514,5.280389912,1.260869565,13.26086957,-3.320897971,-38.71663215,2.43737677,0.820196507
AS_538,3.515980609,17.50586863,1013.020024,-0.121011824,-0.293088101,-0.069013163,1.519854435,30.22950744,114.5207668,292.209314,0.495859,0.3269,27.46824193,0.42247082,2,146.104657,2.467177762,0.477121255,5.170965949,0.301029996,6.130434783,31.13043478,3.628001941,66.09255322,17.61386,4.519432721,4.826086957,23.43478261,5.021371582,96.269161,15.46892712,4.026726728,1.304347826,7.69565217,-1.393369641,-30.17660778,2.14493288,0.492705993
NA_646,2.225747161,1.745700581,1016.209091,-0.146233317,0.211829753,0.031483549,3.21846557,47.064,-79.415,293.9105679,6.2883301,2.88485,2.694753744,0.485879183,91.11719,3.225632484,2.469690335,1.964340682,1.257261716,1.959600318,5.739130435,30.69565217,3.809919301,69.4255521,16.97305021,8.677784737,3.304347826,13.30434783,8.068867703,161.9270833,11.51314242,6.663597907,2.434782609,17.39130434,-4.258948402,-92.5015312,5.45990779,2.01418683
SA_453,3.620104749,22.21814896,1012.35788,-0.224452074,-0.319536756,-0.189159615,2.624383543,-18.43656855,-47.80160554,296.2135777,1.77868,0.993222,16.5,0.523879468,11.782227,25.14071217,2.473068646,1.106606526,2.234822033,1.071227386,5.217391304,27.91304348,1.796122026,113.0635119,12.39564881,2.499886322,4.260869565,21.91304348,2.739811921,91.29821429,11.22429895,2.205292723,0.956521739,6,-0.943689895,21.76529761,1.17134986,0.294593599
AS_372,1.98376531,14.32849042,1010.45894,0.021333929,0.032128662,0.059257428,1.795853435,35.05739612,116.7845753,302.9362335,0.228265,0.384979,3.44161933,0.397270342,0.99999994,302.9362517,2.482782477,0.301029983,8.247625222,-2.61E-08,5.565217391,29.86956522,3.408294491,87.32914079,15.67353024,5.21951819,4.739130435,20.69565217,4.792494262,109.3825167,14.60498248,4.253507291,0.826086956,9.17391305,-1.384199771,-22.05337591,1.06854776,0.966010899
NA_588,1.874604107,-1.309750674,1015.485793,-0.275301564,0.037249785,-0.230151909,3.343423503,51.20669804,-93.29566645,313.9385535,5.1417899,2.79884,10.72219319,0.31260136,10,31.39385535,2.498225828,1.041392685,2.398927767,1,5.608695652,33.47826087,3.21336451,76.33417874,15.98383747,7.765068145,3.956521739,17.91304348,9.19125569,104.665404,14.25408169,7.946127278,1.652173913,15.56521739,-5.97789118,-28.33122526,1.72975578,-0.181059133
AS_506,1.275320843,8.945959449,1015.50454,0.253954804,0.180680221,0.433660716,2.528029548,36.03200688,100.7184483,314.9161509,1.62299,0.467646,2.566093037,0.127294542,19.746094,15.94827569,2.499571829,1.316936341,1.898020239,1.2954812,5.47826087,27.91304348,3.667400849,105.463869,15.8600838,6.286009544,3.565217391,15.73913043,5.629227941,115.5856061,11.38130357,4.232084004,1.913043479,12.17391305,-1.961827092,-10.1217371,4.47878023,2.05392554
NA_586,1.21972339,-2.121896625,1015.511815,-0.183054555,-0.038654805,-0.164311526,3.312137652,54.22197026,-100.8148814,318.4606677,3.08952,1.04319,9.492256847,0.20177855,12,26.53838898,2.504417395,1.113943352,2.248244841,1.079181246,5.347826087,31.86956522,3.227090948,76.77857143,15.10179315,7.194574125,3.652173913,15.7826087,8.372351592,104.4944444,12.88391101,7.447372939,1.695652174,16.08695652,-5.145260644,-27.71587297,2.21788214,-0.252798814
AS_455,1.302240019,5.492466122,997.7455103,-0.129509705,0.325093407,-0.209130875,3.178478656,45.28239585,124.2244998,323.9109984,0.359902,0.199944,24.9671754,0.211259363,31,10.44874188,2.511764413,1.505149978,1.668780154,1.491361694,5.956521739,29,3.930615973,60.19770531,17.15592151,6.836313079,4.173913043,17.43478261,6.554983556,93.29345238,13.69754643,5.487411412,1.782608696,11.56521739,-2.624367583,-33.09574707,3.45837508,1.348901667
AS_459,0.954365671,0.156451028,1011.341918,-0.106628858,0.43927391,0.193196327,2.70692608,52.11652553,139.8985505,324.765407,5.2322001,1.25157,32.30693079,0.280590922,14.735352,22.03988116,2.512904965,1.196876463,2.099552496,1.168360515,5.173913043,28.04347826,2.656566541,79.59773982,13.06295133,5.551981949,3.260869565,15.73913043,7.225710031,154.3920455,11.32074655,6.670957026,1.913043478,12.30434783,-4.56914349,-74.79430568,1.74220478,-1.118975077
NA_563,1.26569456,3.849056912,1016.863873,0.098414571,0.107101696,0.126238415,1.397565406,49.82625,-119.536625,329.787,3.1918199,2.24157,8.110876532,0.410340637,72.46289,4.55111575,2.519548433,1.866068009,1.350191108,1.860115651,5.47826087,30.86956522,3.52602671,67.09518234,15.9138824,8.595396873,3.565217391,16.2173913,4.823231624,111.0417989,11.13490773,5.353815781,1.913043479,14.65217392,-1.297204914,-43.94661656,4.77897467,3.241581092
NA_546,1.074287204,0.398955662,1014.571789,0.03298991,0.331698858,0.21975657,2.04351914,54.5526009,-124.6300003,339.1544048,6.7109399,2.4271901,21.76662207,0.391031017,26,13.04440018,2.531676099,1.431363764,1.768716075,1.414973348,4.913043478,28.47826087,3.01526838,97.96590909,13.5874938,8.928897187,2.869565217,11.56521739,5.980328008,131.3922619,9.327194542,5.978441508,2.043478261,16.91304348,-2.965059628,-33.42635281,4.260299258,2.950455679
NA_547,1.1305813,-1.328767684,1016.013469,0.066508399,0.526816533,0.155800738,3.052422448,54.54907655,-110.0620646,339.9958403,5.38451,1.4889801,39.18761139,0.203774708,49,6.938690618,2.532749081,1.698970004,1.490755619,1.69019608,5.739130435,30.39130435,3.35755142,73.6426156,15.95188909,9.839955833,3.173913043,12.30434783,7.746218419,120.6839002,10.87482823,7.218036247,2.565217392,18.08695652,-4.388666999,-47.0412846,5.07706086,2.621919586
